timestamp, HR (BPM), RESP (BPM), SpO2 (%),TEMP (*C)
861,98,10,99,34
862,98,10,99,33
863,98,10,99,33
864,98,11,99,33
865,98,11,99,33
866,98,11,99,32
867,98,11,99,32
868,98,11,99,32
869,98,11,99,32
870,98,11,99,34
871,98,10,99,34
872,98,9,99,33
873,99,8,99,33
874,99,7,99,32
875,99,6,99,32
876,98,5,99,33
877,98,4,99,33
878,98,3,99,34
879,98,9,99,34
880,98,9,99,34
881,98,9,99,34
882,97,9,100,33
883,97,9,100,33
884,98,9,100,34
885,98,9,99,34
886,99,9,99,35
887,98,9,99,35
888,98,9,99,35
889,98,9,99,35
890,98,10,99,35
891,98,10,99,35
892,98,10,99,35
893,98,10,99,35
894,98,10,98,35
895,98,10,98,35
896,99,10,98,36
897,99,10,99,36
898,99,10,99,35
899,99,10,99,35
900,99,10,99,36
901,99,10,99,36
902,99,10,99,35
903,99,9,99,35
904,99,9,99,35
905,99,9,99,35
906,98,9,99,34
907,98,9,99,34
908,98,9,99,35
909,98,9,99,35
910,98,9,99,36
911,98,9,99,36
912,98,9,99,36
913,98,11,99,36
914,98,11,99,36
915,98,11,99,36
916,98,11,99,36
917,98,11,99,36
918,98,11,99,37
919,98,11,99,37
920,98,11,99,36
921,98,11,99,36
922,98,11,99,37
923,98,11,99,37
924,98,11,99,37
925,98,11,99,37
926,98,11,99,36
927,98,11,99,36
928,98,11,99,37
929,97,11,100,37
930,97,11,100,37
931,98,11,100,37
932,98,11,100,36
933,99,10,100,36
934,99,10,100,37
935,100,10,100,37
936,100,10,100,36
937,101,10,99,36
938,101,10,99,36
939,101,10,99,36
940,100,10,99,37
941,100,10,99,37
942,100,9,99,37
943,99,9,99,37
944,99,9,99,37
945,99,10,99,37
946,98,10,99,37
947,98,10,99,37
948,98,10,99,36
949,98,10,99,36
950,98,10,99,36
951,98,10,99,36
952,98,10,99,37
953,98,10,99,37
954,97,10,99,36
955,97,10,99,36
956,97,10,99,36
957,97,10,99,36
958,97,10,99,37
959,97,10,99,37
960,97,10,99,37
961,98,10,99,37
962,98,10,99,37
963,99,10,99,37
964,99,10,99,37
965,99,11,99,37
966,100,11,99,37
967,100,11,99,37
968,101,11,99,36
969,101,11,99,36
970,101,11,99,36
971,101,11,99,36
972,101,11,99,36
973,100,12,99,36
974,100,12,99,36
975,100,12,99,36
976,100,12,99,36
977,100,12,99,36
978,100,13,99,36
979,100,13,99,36
980,100,13,99,36
981,99,14,99,36
982,99,14,99,37
983,99,14,99,37
984,98,14,99,36
985,98,14,99,36
986,98,14,100,37
987,98,14,100,37
988,98,14,100,38
989,98,14,100,38
990,98,14,100,37
991,98,14,100,37
992,98,13,100,38
993,98,13,100,38
994,98,13,100,38
995,97,13,100,38
996,98,12,100,38
997,97,12,100,38
998,97,12,100,38
999,97,12,100,38
1000,98,12,99,37
1001,98,12,99,37
1002,98,12,99,38
1003,98,12,99,38
1004,98,12,100,38
1005,98,12,100,38
1006,98,11,100,38
1007,98,11,100,38
1008,98,11,100,37
1009,98,11,100,37
1010,98,11,100,38
1011,98,11,100,38
1012,98,12,100,37
1013,98,12,100,37
1014,98,12,100,37
1015,98,12,100,37
1016,98,12,100,37
1017,99,11,100,37
1018,99,10,100,38
1019,99,11,100,38
1020,99,12,100,37
1021,99,12,99,37
1022,99,12,99,37
1023,99,12,99,37
1024,99,12,99,37
1025,99,12,99,37
1026,99,11,99,38
1027,99,11,99,38
1028,99,11,99,37
1029,99,11,99,37
1030,98,12,99,37
1031,98,12,99,37
1032,98,12,99,37
1033,98,13,99,37
1034,98,13,99,37
1035,98,13,99,37
1036,98,15,99,37
1037,98,15,99,37
1038,98,15,99,37
1039,98,15,99,37
1040,98,13,99,38
1041,98,13,100,38
1042,98,15,100,37
1043,98,15,100,37
1044,99,14,100,38
1045,99,14,100,38
1046,98,14,99,37
1047,97,14,99,37
1048,96,14,100,36
1049,96,12,100,36
1050,97,12,100,37
1051,97,12,100,37
1052,97,12,100,37
1053,97,12,100,37
1054,97,12,100,37
1055,97,12,100,37
1056,97,12,100,38
1057,97,12,100,38
1058,97,11,100,37
1059,97,11,100,37
1060,97,11,100,38
1061,97,11,100,38
1062,97,11,100,38
1063,97,11,100,38
1064,98,11,100,38
1065,98,11,100,38
1066,98,11,100,38
1067,98,12,100,38
1068,98,12,100,37
1069,98,12,100,37
1070,98,12,99,37
1071,97,12,99,37
1072,99,15,100,38
1073,99,15,100,38
1074,99,15,99,38
1075,99,14,99,38
1076,99,14,99,38
1077,99,14,99,38
1078,99,15,99,39
1079,99,15,99,39
1080,99,15,99,38
1081,99,15,99,38
1082,98,14,100,39
1083,98,14,100,39
1084,98,12,100,39
1085,98,12,100,39
1086,99,12,99,39
1087,99,12,99,39
1088,99,12,99,39
1089,99,12,99,39
1090,99,12,99,39
1091,99,12,99,39
1092,99,12,99,39
1093,99,12,99,39
1094,98,12,100,40
1095,99,12,99,40
1096,99,12,99,39
1097,99,12,99,39
1098,99,11,99,40
1099,99,11,99,40
1100,99,11,99,40
1101,99,11,99,40
1102,99,11,99,40
1103,100,11,100,40
1104,99,10,100,40
1105,99,10,100,40
1106,99,10,100,41
1107,82,20,99,41
1108,81,20,99,40
1109,81,20,99,40
1110,81,20,99,41
1111,81,20,99,41
1112,81,20,99,40
1113,81,20,99,40
1114,81,20,99,41
1115,81,20,99,41
1116,82,20,99,41
1117,82,20,99,41
1118,82,20,99,41
1119,82,20,99,41
1120,82,20,99,41
1121,82,20,99,41
1122,82,20,99,42
1123,82,20,99,42
1124,82,20,99,41
1125,82,20,99,41
1126,82,20,99,42
1127,82,20,99,42
1128,82,20,99,41
1129,82,20,99,41
1130,81,20,99,41
1131,81,20,99,41
1132,82,20,99,42
1133,82,20,99,42
1134,82,20,99,41
1135,82,20,99,41
1136,82,20,99,42
1137,82,20,99,42
1138,83,21,99,41
1139,83,21,99,41
1140,83,21,99,40
1141,83,20,99,40
1142,83,20,99,39
1143,83,20,99,39
1144,82,20,99,40
1145,82,21,99,40
1146,82,21,99,39
1147,82,21,99,39
1148,82,20,99,40
1149,82,20,99,40
1150,82,20,99,39
1151,81,20,99,39
1152,81,20,99,40
1153,81,20,99,40
1154,82,20,99,41
1155,82,20,99,41
1156,82,19,99,40
1157,82,19,99,40
1158,82,19,99,41
1159,82,20,99,41
1160,82,20,99,40
1161,82,20,99,40
1162,82,20,99,41
1163,82,20,99,41
1164,81,19,99,40
1165,81,19,99,40
1166,81,20,99,39
1167,81,20,99,39
1168,81,20,99,40
1169,82,20,99,40
1170,82,20,99,39
1171,82,20,99,39
1172,82,20,99,40
1173,82,20,99,40
1174,83,20,99,42
1175,83,20,99,42
1176,83,20,99,41
1177,83,20,99,41
1178,83,20,99,42
1179,83,20,99,42
1180,83,20,99,41
1181,83,20,99,41
1182,83,20,99,42
1183,83,20,99,42
1184,83,20,99,41
1185,82,20,99,41
1186,82,20,99,42
1187,82,20,99,42
1188,82,20,99,41
1189,82,20,99,41
1190,82,20,99,42
1191,82,20,99,42
1192,82,20,99,41
1193,82,20,99,41
1194,82,20,99,42
1195,82,20,99,42
1196,82,20,99,41
1197,82,20,99,41
1198,82,20,99,42
1199,82,20,99,42
1200,82,20,99,41
1201,82,20,99,41
1202,82,20,99,42
1203,82,20,99,42
1204,82,20,99,41
1205,82,20,99,41
1206,82,20,99,42
1207,82,20,99,42
1208,82,20,99,41
1209,82,20,99,41
1210,82,20,99,42
1211,82,20,99,42
1212,82,20,99,41
1213,82,20,99,41
1214,82,20,99,42
1215,82,20,99,42
1216,82,20,99,41
1217,82,20,99,41
1218,82,20,99,41
1219,82,20,99,41
1220,82,20,99,41
1221,81,20,99,41
1222,81,20,99,42
1223,81,20,99,42
1224,82,20,99,41
1225,82,20,99,41
1226,82,20,99,42
1227,82,20,99,42
1228,82,20,99,41
1229,82,20,99,41
1230,82,20,99,41
1231,82,20,99,41
1232,81,20,99,41
1233,81,20,99,41
1234,81,20,99,42
1235,81,20,99,42
1236,81,20,99,41
1237,81,20,99,41
1238,81,20,99,42
1239,81,20,99,42
1240,81,20,99,41
1241,81,20,99,41
1242,81,20,99,42
1243,81,20,99,42
1244,81,20,99,41
1245,81,20,99,41
1246,81,20,99,41
1247,81,20,99,41
1248,82,20,99,41
1249,82,20,99,41
1250,82,20,99,41
1251,82,20,99,41
1252,82,20,99,40
1253,82,20,99,40
1254,82,20,99,40
1255,82,20,99,40
1256,81,20,99,40
1257,81,20,99,40
1258,81,20,99,41
1259,81,20,99,41
1260,82,20,99,41
1261,91,20,99,41
1262,90,20,99,41
1263,86,20,99,41
1264,82,20,99,41
1265,82,20,99,41
1266,82,20,99,41
1267,81,20,99,41
1268,81,20,99,41
1269,81,20,99,41
1270,81,20,99,41
1271,81,20,99,41
1272,81,20,99,40
1273,81,20,99,40
1274,81,20,99,41
1275,81,20,99,41
1276,81,20,99,40
1277,81,20,99,40
1278,81,20,99,40
1279,81,20,99,40
1280,82,18,99,40
1281,82,18,99,40
1282,81,18,99,40
1283,81,18,99,40
1284,81,18,99,40
1285,81,18,99,40
1286,81,19,99,40
1287,81,19,99,40
1288,81,18,99,40
1289,81,18,99,40
1290,81,18,99,39
1291,81,18,99,39
1292,81,20,99,39
1293,81,20,99,39
1294,81,20,99,39
1295,81,20,99,39
1296,81,19,99,39
1297,81,19,99,39
1298,81,20,99,39
1299,81,20,99,39
1300,81,20,99,38
1301,81,20,99,38
1302,81,20,99,39
1303,81,20,99,39
1304,81,20,99,38
1305,81,20,99,38
1306,82,20,99,38
1307,82,20,99,38
1308,82,20,99,38
1309,82,20,99,38
1310,82,20,99,38
1311,82,20,99,38
1312,82,20,99,38
1313,81,20,99,38
1314,81,20,99,38
1315,81,20,99,38
1316,81,20,99,38
1317,81,20,99,38
1318,81,20,99,37
1319,81,20,99,37
1320,82,20,99,37
1321,82,20,99,37
1322,82,20,99,37
1323,82,20,99,37
1324,82,20,99,37
1325,82,20,99,37
1326,82,20,99,37
1327,82,20,99,37
1328,82,20,99,37
1329,82,20,99,37
1330,82,20,99,37
1331,82,20,99,37
1332,82,20,99,37
1333,82,20,99,37
1334,82,20,99,37
1335,82,20,99,37
1336,82,20,99,37
1337,82,20,99,37
1338,82,20,99,36
1339,82,20,99,36
1340,82,20,99,37
1341,82,20,99,37
1342,82,20,99,36
1343,82,20,99,36
1344,82,20,99,36
1345,82,20,99,36
1346,90,20,95,36
1347,90,20,95,36
1348,90,20,95,37
1349,90,20,95,37
1350,90,20,95,36
1351,90,20,95,36
1352,90,20,95,36
1353,90,20,95,36
1354,90,20,95,36
1355,90,20,95,36
1356,90,20,95,36
1357,90,20,95,36
