timestamp, HR (BPM), RESP (BPM), SpO2 (%),TEMP (*C)
742,76,18,96,29
743,75,18,96,29
744,75,18,96,29
745,74,18,96,29
746,75,18,96,29
747,76,18,95,29
748,76,18,95,29
749,75,18,96,29
750,75,18,96,29
751,75,18,96,29
752,76,18,96,29
753,75,18,96,29
754,75,18,96,29
755,76,18,96,29
756,75,18,96,29
757,75,18,96,29
758,75,18,96,29
759,75,18,96,29
760,76,18,96,29
761,76,17,96,29
762,76,17,96,29
763,76,18,96,29
764,76,18,96,29
765,76,18,96,29
766,76,18,96,29
767,77,18,96,29
768,76,18,96,29
769,76,18,96,29
770,76,18,96,29
771,76,18,96,29
772,76,18,96,29
773,76,18,96,29
774,76,18,96,29
775,75,18,96,29
776,77,18,96,29
777,76,18,96,29
778,76,18,96,29
779,76,17,95,29
780,78,17,95,29
781,75,18,95,29
782,76,18,95,29
783,77,17,95,29
784,76,18,95,29
785,76,18,95,29
786,78,18,95,29
787,78,18,95,29
788,76,18,95,29
789,77,18,95,29
790,77,18,95,29
791,77,18,95,29
792,77,18,95,29
793,77,18,95,29
794,83,18,95,29
795,87,18,95,29
796,90,18,95,29
797,92,18,95,29
798,91,18,95,29
799,89,18,95,29
800,85,18,95,29
801,84,18,95,29
802,82,18,95,29
803,83,18,95,29
804,83,18,95,29
805,78,18,95,29
806,76,18,95,29
807,76,18,95,29
808,78,17,95,29
809,77,17,95,30
810,77,17,95,30
811,78,18,95,29
812,77,18,95,29
813,75,18,95,29
814,77,17,95,29
815,77,17,95,29
816,75,17,95,29
817,75,17,95,29
818,77,17,95,29
819,77,17,95,29
820,77,17,95,29
821,77,17,95,29
822,77,17,95,29
823,75,17,95,29
824,77,17,95,29
825,77,17,95,29
826,77,17,95,29
827,73,17,95,29
828,73,17,95,29
829,75,17,95,29
830,75,17,95,29
831,76,17,95,30
832,77,17,95,30
833,78,17,95,30
834,76,18,95,29
835,77,18,95,29
836,78,18,95,30
837,76,18,95,29
838,79,18,95,29
839,78,18,95,30
840,77,18,95,30
841,76,19,95,29
842,76,19,95,29
843,77,19,95,30
844,77,18,95,30
845,76,18,95,29
846,76,18,95,29
847,76,19,95,29
848,77,19,95,29
849,77,19,95,29
850,76,19,95,29
851,77,19,95,29
852,77,19,95,30
853,77,19,95,29
854,77,19,95,30
855,77,19,95,29
856,77,19,95,30
857,77,19,95,29
858,77,19,95,30
859,78,19,95,29
860,77,18,95,30
861,77,18,95,30
862,77,18,95,29
863,77,18,95,29
864,77,18,95,29
865,94,21,97,36.2
866,94,25,97,36.2
867,93,26,95,37
868,78,17,95,29
869,78,17,95,29
870,76,17,95,29
871,76,17,95,29
872,75,17,95,29
873,94,21,97,36.2
874,94,25,97,36.2
875,93,26,95,37
876,75,17,95,29
877,94,21,97,36.2
878,94,25,97,36.2
879,93,26,95,37
880,76,16,95,29
881,76,16,95,29
882,76,16,95,29
883,76,16,95,29
884,78,17,95,29
885,76,17,95,29
886,76,17,95,29
887,77,17,95,30
888,77,17,95,30
889,76,17,95,29
890,76,17,95,29
891,76,17,95,29
892,75,17,95,29
893,76,17,95,29
894,76,17,95,29
895,75,17,95,29
896,76,17,95,29
897,75,17,95,29
898,77,17,95,29
899,76,17,95,29
900,76,17,95,29
901,76,17,95,30
902,76,17,95,30
903,76,17,95,31
904,76,18,95,31
905,76,18,95,29
906,76,18,95,29
907,76,18,95,29
908,76,17,95,29
909,77,17,95,29
910,76,17,95,29
911,76,17,95,29
912,76,17,95,29
913,76,17,95,29
914,76,17,95,29
915,76,17,95,29
916,76,17,95,29
917,76,17,96,29
918,76,17,96,29
919,76,17,96,30
920,76,17,96,30
921,76,17,96,31
922,76,17,96,31
923,76,17,96,29
924,94,16,93,29
925,94,15,93,29
926,94,15,93,29
927,94,15,93,29
928,96,15,93,29
929,94,16,93,29
930,94,16,93,29
931,94,16,93,29
932,94,16,93,29
933,94,16,93,29
934,94,17,93,29
935,94,17,93,29
936,94,17,93,29
937,94,18,93,29
938,94,18,93,29
939,94,18,93,29
940,94,18,93,29
941,94,18,93,29
942,94,18,93,29
943,94,18,93,29
944,93,17,93,29
945,94,17,93,29
946,94,17,93,29
947,94,16,93,29
948,94,16,93,29
949,94,17,93,29
950,94,17,93,29
951,94,16,93,29
952,94,17,93,29
953,94,17,93,29
954,95,16,93,29
955,94,16,93,29
956,94,16,93,30
957,94,17,93,30
958,94,17,93,29
959,94,17,93,29
960,94,17,93,31
961,94,17,93,31
962,95,17,93,29
963,95,17,93,29
964,96,17,93,29
965,94,17,93,29
966,96,17,93,29
967,97,17,93,29
968,96,17,93,29
969,95,17,93,29
970,97,17,93,29
971,93,17,93,29
972,95,17,93,29
973,95,17,93,29
974,94,17,93,29
975,95,17,93,29
976,96,17,93,29
977,94,17,93,29
978,96,17,93,29
979,96,17,93,29
980,96,17,93,29
981,96,17,93,29
982,96,17,93,29
983,98,17,93,29
984,96,17,93,29
985,96,17,93,29
986,97,17,93,29
987,97,17,93,29
988,97,17,93,29
989,96,17,93,29
990,94,17,93,29
991,96,17,93,29
992,96,17,93,29
993,96,17,93,29
994,96,18,93,29
995,96,18,93,29
996,96,18,93,29
997,96,17,93,29
998,96,17,93,29
999,96,17,93,29
1000,96,17,93,29
1001,98,17,93,29
1002,96,17,93,29
1003,96,17,93,29
1004,96,17,93,29
1005,96,17,93,29
1006,95,17,93,29
1007,95,17,93,29
1008,93,17,93,30
1009,95,17,93,30
1010,95,17,93,29
1011,95,17,93,29
1012,95,17,93,29
1013,94,17,93,29
1014,94,17,93,30
1015,94,17,93,30
1016,94,17,93,31
1017,94,17,93,31
1018,93,17,93,30
1019,93,17,93,30
1020,93,17,93,29
1021,93,17,93,29
1022,93,17,93,29
1023,93,17,93,29
1024,93,17,93,29
1025,93,17,93,29
1026,93,17,93,29
1027,93,17,93,29
1028,93,17,93,30
1029,93,17,93,30
1030,93,16,93,30
1031,94,16,93,30
1032,94,16,93,29
1033,94,16,93,29
1034,95,17,93,30
1035,95,17,93,30
1036,94,17,93,29
1037,94,17,93,29
1038,94,16,93,30
1039,94,16,93,30
1040,95,17,93,29
1041,95,17,93,29
1042,94,21,97,36.2
1043,94,25,97,36.2
1044,93,26,95,37
1045,94,17,93,29
1046,94,17,93,29
1047,93,16,93,29
1048,93,16,93,29
1049,93,16,93,29
1050,93,16,93,29
1051,94,16,93,28
1052,94,16,93,28
1053,94,16,93,28
1054,94,16,93,28
1055,95,16,93,28
1056,95,16,93,28
1057,95,16,93,28
1058,95,16,93,28
1059,94,16,93,27
1060,94,16,93,27
1061,94,16,93,27
1062,94,16,93,27
1063,93,16,93,27
1064,93,17,93,27
1065,93,17,93,27
1066,93,17,93,27
1067,93,17,93,27
1068,93,17,93,27
1069,93,16,93,26
1070,93,16,93,26
1071,93,16,93,25
1072,93,16,93,25
1073,93,16,93,25
1074,93,16,93,25
1075,93,16,93,25
1076,93,16,93,25
1077,92,17,93,25
1078,92,17,93,25
1079,92,17,93,27
1080,92,17,93,27
1081,92,18,93,25
1082,92,18,93,25
1083,95,19,93,27
1084,93,19,93,27
1085,93,19,93,25
1086,93,19,93,25
1087,93,19,93,25
1088,93,19,93,25
1089,93,19,93,26
1090,93,19,93,26
1091,91,19,93,26
1092,93,19,93,26
1093,92,19,93,25
1094,92,19,93,25
1095,92,18,93,25
1096,91,18,93,25
1097,90,18,93,25
1098,91,18,93,25
1099,91,17,93,25
1100,91,17,93,25
1101,91,17,93,25
1102,91,17,93,25
1103,91,17,92,25
1104,91,17,92,25
1105,91,17,92,25
1106,91,17,92,25
1107,91,17,92,25
1108,91,17,92,25
1109,90,17,92,25
1110,90,16,92,25
1111,90,16,92,25
1112,90,16,93,25
1113,90,16,93,25
1114,91,16,93,25
1115,90,16,93,25
1116,90,16,93,25
1117,90,16,93,25
1118,90,16,93,25
1119,89,15,93,25
1120,89,15,93,25
1121,89,15,93,25
1122,89,15,93,25
1123,91,16,93,25
1124,89,16,93,25
1125,89,16,93,25
1126,89,16,93,25
1127,89,16,93,25
1128,89,16,93,25
1129,88,17,93,25
1130,89,17,93,25
1131,88,17,93,25
1132,88,17,93,25
1133,89,17,93,26
1134,90,17,93,26
1135,91,16,93,25
1136,91,16,93,25
1137,90,16,93,25
1138,89,16,93,25
1139,88,16,93,25
1140,88,16,93,25
1141,87,16,93,25
1142,87,16,94,25
1143,86,16,93,26
1144,86,16,93,26
1145,86,16,93,26
1146,85,16,93,26
1147,85,16,93,27
1148,85,16,93,27
1149,84,16,93,26
1150,84,16,93,26
1151,83,16,93,27
1152,83,16,93,27
1153,84,16,93,26
1154,84,16,93,26
1155,85,16,94,26
1156,85,16,94,26
1157,84,16,94,26
1158,84,16,94,26
1159,98,10,99,27
1160,98,10,99,27
1161,98,10,99,27
1162,98,10,99,27
1163,98,10,99,27
1164,98,10,99,27
1165,98,10,99,28
1166,98,10,99,28
1167,98,10,100,28
1168,98,10,100,28
1169,98,10,100,30
1170,98,10,100,30
1171,98,11,99,30
1172,98,11,99,30
1173,98,10,99,30
1174,98,10,99,30
1175,98,12,99,30
1176,98,12,99,30
1177,97,12,99,30
1178,97,12,99,30
1179,97,12,100,31
1180,97,12,100,31
1181,98,12,100,30
1182,98,12,99,30
1183,98,12,99,29
1184,98,12,99,29
1185,98,11,100,30
1186,98,11,100,30
1187,99,10,100,30
1188,99,10,99,30
1189,98,11,99,30
1190,98,11,99,30
1191,98,11,99,30
1192,98,11,99,30
1193,97,10,100,30
1194,97,10,100,30
1195,97,12,100,30
1196,98,12,100,30
1197,98,12,100,30
1198,98,12,100,30
1199,99,12,100,30
1200,99,12,100,30
1201,99,12,99,30
1202,99,12,99,30
1203,97,9,100,30
1204,97,9,100,30
1205,98,9,100,30
1206,98,9,100,30
1207,98,9,99,30
1208,99,9,99,30
1209,98,9,99,30
1210,98,9,99,30
1211,97,10,99,30
1212,98,10,99,30
1213,98,14,99,30
1214,98,14,100,30
1215,97,14,100,30
1216,97,14,100,30
1217,98,14,100,30
1218,98,14,100,30
1219,99,11,100,30
1220,99,11,100,30
1221,98,15,99,30
1222,98,15,99,30
1223,98,15,99,30
1224,98,15,99,30
1225,98,15,99,30
1226,98,15,99,30
1227,98,15,99,30
1228,98,13,99,30
1229,98,15,100,30
1230,98,15,100,30
1231,99,15,100,30
1232,99,14,100,30
1233,99,14,100,30
1234,99,14,100,30
1235,99,14,100,30
1236,98,14,100,30
1237,97,14,99,30
1238,97,14,99,30
1239,96,14,99,30
1240,96,14,99,30
1241,97,12,99,30
1242,97,13,99,30
1243,97,13,99,30
1244,97,13,99,30
1245,97,13,99,30
1246,98,13,99,30
1247,98,13,99,30
1248,98,13,99,30
1249,98,13,99,30
1250,99,15,99,30
1251,99,15,100,30
1252,99,15,100,30
1253,99,15,99,30
1254,99,15,99,30
1255,99,15,99,30
1256,99,14,99,30
1257,99,14,99,30
1258,99,14,100,30
1259,99,14,100,30
1260,99,14,100,30
1261,98,14,100,30
1262,98,14,100,30
1263,98,14,100,30
1264,98,14,100,30
1265,98,14,100,31
1266,98,14,100,31
1267,99,12,99,30
1268,99,12,99,30
1269,99,12,99,30
1270,99,12,99,30
1271,99,12,99,30
1272,99,12,99,30
1273,99,12,99,30
1274,99,12,100,30
1275,99,12,99,30
1276,99,11,99,30
1277,99,11,99,29
1278,99,11,99,29
1279,99,11,99,30
1280,99,11,99,30
1281,100,11,100,30
1282,100,11,100,30
1283,100,11,100,29
1284,100,11,100,29
1285,99,10,100,30
1286,99,10,100,30
1287,82,20,99,29
1288,82,20,99,29
1289,82,20,99,29
1290,81,20,99,29
1291,81,20,99,29
1292,81,20,99,29
1293,81,20,99,28
1294,81,20,99,28
1295,81,20,99,29
1296,81,20,99,29
1297,81,20,99,28
1298,81,20,99,28
1299,81,20,99,28
1300,81,20,99,28
1301,81,20,99,28
1302,81,20,99,28
1303,81,20,99,27
1304,81,20,99,27
1305,81,20,99,27
1306,82,20,99,27
1307,82,20,99,27
1308,82,20,99,27
1309,82,20,99,27
1310,82,20,99,27
1311,82,20,99,26
1312,82,20,99,26
1313,82,20,99,27
1314,82,20,99,27
1315,82,20,99,27
1316,82,20,99,27
1317,82,20,99,27
1318,82,20,99,27
1319,82,20,99,27
1320,82,20,99,27
1321,82,20,99,27
1322,82,20,99,27
1323,82,20,99,27
1324,82,20,99,27
1325,82,20,99,27
1326,82,20,99,27
1327,82,20,99,27
1328,82,20,99,27
1329,82,20,99,27
1330,82,20,99,27
1331,81,20,99,26
1332,81,20,99,26
1333,81,20,99,27
1334,81,20,99,27
1335,81,20,99,26
1336,81,20,99,26
1337,82,20,99,27
1338,82,20,99,27
1339,82,20,99,27
1340,82,20,99,27
1341,82,20,99,27
1342,83,20,99,27
1343,83,20,99,27
1344,83,21,99,27
1345,83,20,99,27
1346,82,20,99,27
1347,81,20,99,27
1348,81,20,99,27
1349,82,20,99,27
1350,82,20,99,27
1351,81,20,99,27
1352,81,19,99,27
1353,81,20,99,27
1354,81,20,99,27
1355,82,20,99,26
